loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,application_date,loan_status,age,age_group,gender,employment_status,annual_income,income_group,credit_score,credit_score_group,city,province,branch_name,approved_flag,rejected_flag,defaulted_flag
9457,1611,Business Loan,57350.94,6.41,60,2024-01-06,Approved,28,26-35,Female,Full-time,60454,Middle Income,708,Good,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9458,1958,Personal Loan,26300.81,7.33,60,2023-12-31,Approved,44,36-50,Male,Full-time,75983,High Income,683,Good,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9459,1669,Mortgage,218529.0,8.14,300,2024-07-14,Approved,42,36-50,Male,Full-time,85505,High Income,696,Good,Regina,Saskatchewan,Regina Main Branch,1,0,0
9460,1669,Business Loan,160843.99,6.08,240,2023-04-21,Rejected,42,36-50,Male,Full-time,85505,High Income,696,Good,Regina,Saskatchewan,Regina Main Branch,0,1,0
9461,1217,Personal Loan,21319.42,11.9,60,2023-04-17,Paid Off,49,36-50,Female,Full-time,70038,High Income,536,Poor,Toronto,Ontario,Toronto Main Branch,0,0,0
9462,1217,Personal Loan,12026.71,12.53,60,2024-07-06,Approved,49,36-50,Female,Full-time,70038,High Income,536,Poor,Toronto,Ontario,Toronto Main Branch,1,0,0
9463,1763,Personal Loan,30301.88,4.82,240,2023-08-03,Approved,53,51-65,Female,Full-time,105168,High Income,820,Excellent,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9464,1653,Personal Loan,9944.42,10.17,60,2023-01-26,Approved,58,51-65,Female,Full-time,62777,Middle Income,695,Good,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9465,1653,Personal Loan,18647.61,8.42,36,2023-04-10,Paid Off,58,51-65,Female,Full-time,62777,Middle Income,695,Good,Mississauga,Ontario,Mississauga Main Branch,0,0,0
9466,1385,Auto Loan,30085.49,6.72,300,2023-05-29,Defaulted,63,51-65,Female,Full-time,54761,Middle Income,698,Good,Vancouver,British Columbia,Vancouver Main Branch,0,0,1
9467,1385,Personal Loan,29655.83,8.95,60,2024-02-29,Paid Off,63,51-65,Female,Full-time,54761,Middle Income,698,Good,Vancouver,British Columbia,Vancouver Main Branch,0,0,0
9468,1174,Business Loan,118085.86,13.03,60,2023-11-17,Approved,60,51-65,Female,Full-time,57274,Middle Income,563,Poor,Brampton,Ontario,Brampton Main Branch,1,0,0
9469,1200,Personal Loan,28415.73,7.07,60,2024-09-19,Approved,44,36-50,Female,Full-time,75120,High Income,686,Good,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9470,1648,Personal Loan,20622.62,14.54,48,2024-04-12,Paid Off,30,26-35,Female,Self-employed,136218,Very High Income,546,Poor,Calgary,Alberta,Calgary Main Branch,0,0,0
9471,1600,Personal Loan,22661.84,15.74,36,2024-11-19,Approved,43,36-50,Female,Full-time,44438,Middle Income,584,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9472,1597,Auto Loan,32392.86,11.63,12,2024-07-17,Approved,43,36-50,Male,Part-time,53838,Middle Income,552,Poor,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9473,1857,Auto Loan,35069.34,6.7,48,2024-07-06,Approved,54,51-65,Female,Part-time,35039,Middle Income,718,Good,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9474,1473,Personal Loan,17431.71,15.98,120,2024-05-04,Rejected,22,18-25,Male,Full-time,34896,Middle Income,546,Poor,Edmonton,Alberta,Edmonton Main Branch,0,1,0
9475,1473,Auto Loan,49846.36,12.83,36,2024-06-01,Rejected,22,18-25,Male,Full-time,34896,Middle Income,546,Poor,Edmonton,Alberta,Edmonton Main Branch,0,1,0
9476,1289,Mortgage,240838.48,13.76,36,2023-09-01,Rejected,67,66+,Male,Student,12000,Low Income,490,Poor,Regina,Saskatchewan,Regina Main Branch,0,1,0
9477,1636,Auto Loan,17145.15,13.15,48,2023-09-01,Approved,30,26-35,Male,Self-employed,113401,High Income,608,Fair,Calgary,Alberta,Calgary Main Branch,1,0,0
9478,1636,Business Loan,45958.48,9.95,60,2023-07-03,Approved,30,26-35,Male,Self-employed,113401,High Income,608,Fair,Calgary,Alberta,Calgary Main Branch,1,0,0
9479,1006,Personal Loan,21061.92,11.86,60,2023-12-23,Approved,25,18-25,Female,Full-time,78151,High Income,653,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9480,1263,Business Loan,15286.39,9.18,12,2023-07-29,Paid Off,50,36-50,Male,Full-time,84835,High Income,685,Good,Surrey,British Columbia,Surrey Main Branch,0,0,0
9481,1263,Business Loan,59489.0,8.78,60,2023-01-05,Approved,50,36-50,Male,Full-time,84835,High Income,685,Good,Surrey,British Columbia,Surrey Main Branch,1,0,0
9482,1416,Personal Loan,19030.47,16.86,300,2023-04-13,Rejected,39,36-50,Male,Full-time,79849,High Income,570,Poor,Ottawa,Ontario,Ottawa Main Branch,0,1,0
9483,1235,Personal Loan,7829.73,14.5,12,2024-03-12,Paid Off,19,18-25,Female,Part-time,49940,Middle Income,582,Fair,Montreal,Quebec,Montreal Main Branch,0,0,0
9484,1973,Business Loan,49802.12,12.41,48,2023-09-28,Approved,22,18-25,Female,Full-time,98897,High Income,637,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9485,1973,Mortgage,347660.53,8.01,12,2024-07-16,Approved,22,18-25,Female,Full-time,98897,High Income,637,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9486,1737,Personal Loan,24665.42,12.17,24,2024-12-12,Approved,45,36-50,Female,Student,18089,Low Income,539,Poor,Surrey,British Columbia,Surrey Main Branch,1,0,0
9487,1737,Mortgage,459889.94,12.84,120,2024-08-28,Rejected,45,36-50,Female,Student,18089,Low Income,539,Poor,Surrey,British Columbia,Surrey Main Branch,0,1,0
9488,1902,Personal Loan,8389.78,15.11,36,2024-01-25,Paid Off,68,66+,Male,Part-time,55745,Middle Income,562,Poor,Toronto,Ontario,Toronto Main Branch,0,0,0
9489,1471,Personal Loan,27237.81,9.96,24,2024-01-05,Rejected,61,51-65,Male,Full-time,59827,Middle Income,571,Poor,Brampton,Ontario,Brampton Main Branch,0,1,0
9490,1060,Personal Loan,8848.53,14.93,60,2024-08-29,Paid Off,45,36-50,Other,Retired,41072,Middle Income,520,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,0,0,0
9491,1464,Mortgage,305054.16,12.23,36,2024-10-17,Approved,23,18-25,Female,Full-time,60500,Middle Income,552,Poor,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9492,1464,Mortgage,438631.75,11.62,60,2024-04-23,Approved,23,18-25,Female,Full-time,60500,Middle Income,552,Poor,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9493,1691,Personal Loan,33410.76,9.96,60,2023-08-15,Approved,29,26-35,Female,Full-time,75496,High Income,692,Good,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9494,1899,Mortgage,272801.4,13.76,36,2024-08-19,Approved,31,26-35,Male,Unemployed,14111,Low Income,586,Fair,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9495,1355,Auto Loan,13934.95,14.56,24,2023-01-14,Rejected,68,66+,Male,Full-time,107076,High Income,567,Poor,Montreal,Quebec,Montreal Main Branch,0,1,0
9496,1807,Business Loan,110094.44,11.16,60,2023-08-31,Approved,30,26-35,Male,Full-time,48252,Middle Income,497,Poor,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9497,1807,Mortgage,494026.71,17.88,48,2023-12-08,Defaulted,30,26-35,Male,Full-time,48252,Middle Income,497,Poor,Quebec City,Quebec,Quebec City Main Branch,0,0,1
9498,1203,Personal Loan,5816.4,17.25,12,2023-11-02,Approved,58,51-65,Male,Full-time,66313,Middle Income,519,Poor,Montreal,Quebec,Montreal Main Branch,1,0,0
9499,1344,Auto Loan,28824.69,10.12,12,2024-12-13,Rejected,31,26-35,Male,Retired,29999,Low Income,620,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,1,0
9500,1322,Personal Loan,21338.63,15.6,36,2024-05-29,Paid Off,25,18-25,Female,Retired,58827,Middle Income,593,Fair,Calgary,Alberta,Calgary Main Branch,0,0,0
9501,1477,Mortgage,303778.12,13.26,24,2023-10-24,Approved,62,51-65,Female,Full-time,92140,High Income,582,Fair,Toronto,Ontario,Toronto Main Branch,1,0,0
9502,1477,Auto Loan,24089.12,16.26,60,2024-03-29,Approved,62,51-65,Female,Full-time,92140,High Income,582,Fair,Toronto,Ontario,Toronto Main Branch,1,0,0
9503,1145,Auto Loan,23174.81,6.34,300,2023-04-17,Approved,54,51-65,Female,Full-time,86818,High Income,788,Very Good,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9504,1761,Mortgage,357380.66,10.47,60,2023-08-25,Approved,28,26-35,Male,Part-time,63270,Middle Income,699,Good,Brampton,Ontario,Brampton Main Branch,1,0,0
9505,1761,Mortgage,434054.03,6.41,36,2024-04-24,Approved,28,26-35,Male,Part-time,63270,Middle Income,699,Good,Brampton,Ontario,Brampton Main Branch,1,0,0
9506,1090,Personal Loan,29104.7,11.67,48,2023-07-21,Approved,40,36-50,Male,Full-time,83443,High Income,568,Poor,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9507,1195,Auto Loan,33016.82,10.24,60,2023-08-21,Approved,45,36-50,Male,Unemployed,21443,Low Income,590,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9508,1117,Personal Loan,24548.39,12.85,48,2023-08-31,Approved,34,26-35,Male,Full-time,43722,Middle Income,587,Fair,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9509,1871,Auto Loan,35402.95,15.57,36,2023-02-26,Approved,30,26-35,Male,Part-time,12000,Low Income,557,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9510,1850,Personal Loan,31082.39,10.21,36,2023-01-04,Rejected,22,18-25,Male,Full-time,82906,High Income,643,Fair,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9511,1661,Mortgage,441232.41,11.82,60,2023-12-03,Approved,69,66+,Male,Full-time,88888,High Income,615,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9512,1661,Business Loan,63429.98,9.36,300,2023-02-24,Approved,69,66+,Male,Full-time,88888,High Income,615,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9513,1240,Auto Loan,23439.3,9.33,24,2023-02-12,Approved,50,36-50,Female,Full-time,104640,High Income,734,Good,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9514,1671,Business Loan,150049.01,8.17,300,2024-10-03,Approved,38,36-50,Other,Full-time,47952,Middle Income,621,Fair,Montreal,Quebec,Montreal Main Branch,1,0,0
9515,1558,Personal Loan,23244.54,10.59,48,2023-07-26,Paid Off,62,51-65,Male,Student,36557,Middle Income,535,Poor,Vancouver,British Columbia,Vancouver Main Branch,0,0,0
9516,1619,Auto Loan,35058.56,15.37,12,2024-07-29,Rejected,26,26-35,Male,Student,19156,Low Income,449,Poor,Mississauga,Ontario,Mississauga Main Branch,0,1,0
9517,1025,Personal Loan,14982.27,12.64,36,2024-04-07,Rejected,55,51-65,Male,Student,19709,Low Income,583,Fair,Mississauga,Ontario,Mississauga Main Branch,0,1,0
9518,1025,Mortgage,267545.94,12.16,120,2024-11-05,Approved,55,51-65,Male,Student,19709,Low Income,583,Fair,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9519,1768,Mortgage,403020.05,10.01,24,2023-09-27,Approved,64,51-65,Male,Full-time,76359,High Income,716,Good,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9520,1346,Auto Loan,25936.25,15.6,60,2024-04-04,Defaulted,65,51-65,Female,Part-time,29323,Low Income,535,Poor,Hamilton,Ontario,Hamilton Main Branch,0,0,1
9521,1384,Personal Loan,7676.67,8.27,300,2024-02-18,Approved,46,36-50,Female,Full-time,81716,High Income,718,Good,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9522,1478,Personal Loan,23104.35,6.03,36,2024-10-23,Approved,49,36-50,Female,Part-time,60007,Middle Income,691,Good,Regina,Saskatchewan,Regina Main Branch,1,0,0
9523,1478,Personal Loan,9937.16,8.06,12,2024-03-13,Approved,49,36-50,Female,Part-time,60007,Middle Income,691,Good,Regina,Saskatchewan,Regina Main Branch,1,0,0
9524,1794,Business Loan,94271.6,20.14,60,2023-04-19,Approved,25,18-25,Male,Part-time,47609,Middle Income,447,Poor,Toronto,Ontario,Toronto Main Branch,1,0,0
9525,1285,Student Loan,23268.49,15.97,48,2023-01-18,Defaulted,18,18-25,Female,Self-employed,81618,High Income,644,Fair,Mississauga,Ontario,Mississauga Main Branch,0,0,1
9526,1285,Student Loan,16199.96,9.3,48,2023-02-12,Approved,18,18-25,Female,Self-employed,81618,High Income,644,Fair,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9527,1051,Mortgage,461860.45,8.36,48,2023-08-21,Approved,21,18-25,Female,Part-time,40118,Middle Income,684,Good,Calgary,Alberta,Calgary Main Branch,1,0,0
9528,1251,Mortgage,362000.3,6.84,48,2024-04-10,Rejected,28,26-35,Female,Part-time,22520,Low Income,640,Fair,Hamilton,Ontario,Hamilton Main Branch,0,1,0
9529,1081,Business Loan,47891.63,17.08,12,2024-03-26,Paid Off,51,51-65,Male,Part-time,53143,Middle Income,540,Poor,Hamilton,Ontario,Hamilton Main Branch,0,0,0
9530,1562,Student Loan,17416.67,15.59,48,2024-10-04,Approved,33,26-35,Male,Self-employed,46110,Middle Income,584,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9531,1562,Personal Loan,17287.2,5.15,24,2024-06-26,Rejected,33,26-35,Male,Self-employed,46110,Middle Income,584,Fair,Halifax,Nova Scotia,Halifax Main Branch,0,1,0
9532,1362,Business Loan,34874.97,19.09,12,2023-03-15,Approved,62,51-65,Male,Unemployed,28012,Low Income,556,Poor,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9533,1806,Personal Loan,19231.59,9.65,60,2023-04-28,Approved,37,36-50,Male,Full-time,74348,High Income,643,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9534,1777,Business Loan,75602.69,10.96,36,2024-10-29,Paid Off,33,26-35,Female,Part-time,42727,Middle Income,603,Fair,Ottawa,Ontario,Ottawa Main Branch,0,0,0
9535,1207,Auto Loan,30145.96,10.45,36,2024-08-27,Defaulted,25,18-25,Female,Full-time,74025,High Income,614,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,0,0,1
9536,1202,Personal Loan,23437.48,6.44,24,2023-11-01,Approved,30,26-35,Male,Full-time,69260,Middle Income,694,Good,Montreal,Quebec,Montreal Main Branch,1,0,0
9537,1957,Personal Loan,16546.84,14.57,12,2023-01-28,Approved,20,18-25,Male,Full-time,52623,Middle Income,576,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9538,1582,Auto Loan,18550.45,6.54,240,2024-05-25,Approved,57,51-65,Female,Full-time,78356,High Income,723,Good,Surrey,British Columbia,Surrey Main Branch,1,0,0
9539,1303,Mortgage,388511.17,8.64,240,2024-03-07,Approved,65,51-65,Male,Full-time,72487,High Income,725,Good,Montreal,Quebec,Montreal Main Branch,1,0,0
9540,1070,Mortgage,284735.75,16.83,60,2024-05-24,Rejected,67,66+,Female,Full-time,58948,Middle Income,577,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,1,0
9541,1064,Personal Loan,22722.56,9.71,300,2024-12-29,Rejected,25,18-25,Female,Full-time,91761,High Income,722,Good,Ottawa,Ontario,Ottawa Main Branch,0,1,0
9542,1064,Mortgage,331728.1,6.49,300,2024-07-29,Approved,25,18-25,Female,Full-time,91761,High Income,722,Good,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9543,1302,Business Loan,6338.45,9.65,12,2024-06-14,Approved,18,18-25,Male,Full-time,63533,Middle Income,685,Good,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9544,1284,Auto Loan,28730.42,7.47,24,2024-10-01,Paid Off,57,51-65,Female,Full-time,94462,High Income,709,Good,Halifax,Nova Scotia,Halifax Main Branch,0,0,0
9545,1059,Mortgage,527622.67,11.16,48,2024-09-15,Rejected,37,36-50,Male,Full-time,41469,Middle Income,601,Fair,Montreal,Quebec,Montreal Main Branch,0,1,0
9546,1657,Auto Loan,41469.23,8.91,240,2024-08-10,Approved,24,18-25,Female,Full-time,69823,Middle Income,636,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9547,1657,Mortgage,296936.32,12.56,36,2023-12-20,Approved,24,18-25,Female,Full-time,69823,Middle Income,636,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9548,1232,Business Loan,15886.77,12.7,60,2024-07-15,Rejected,34,26-35,Female,Unemployed,14134,Low Income,578,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,1,0
9549,1232,Student Loan,12582.08,13.21,60,2024-12-11,Paid Off,34,26-35,Female,Unemployed,14134,Low Income,578,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,0,0
9550,1587,Student Loan,14772.49,7.13,240,2024-08-16,Approved,30,26-35,Male,Self-employed,91378,High Income,700,Good,Regina,Saskatchewan,Regina Main Branch,1,0,0
9551,1673,Personal Loan,13446.21,12.64,60,2024-09-01,Paid Off,70,66+,Female,Part-time,39117,Middle Income,636,Fair,Toronto,Ontario,Toronto Main Branch,0,0,0
9552,1521,Student Loan,19559.54,13.3,36,2023-05-11,Approved,33,26-35,Female,Full-time,67196,Middle Income,575,Poor,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9553,1951,Personal Loan,12023.18,14.14,36,2024-08-07,Approved,21,18-25,Male,Full-time,63726,Middle Income,593,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9554,1018,Business Loan,160902.69,18.55,300,2023-04-08,Approved,20,18-25,Female,Self-employed,67692,Middle Income,578,Poor,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9555,1254,Business Loan,90229.08,17.17,36,2024-07-26,Rejected,41,36-50,Other,Full-time,40514,Middle Income,461,Poor,Toronto,Ontario,Toronto Main Branch,0,1,0
9556,1858,Personal Loan,21414.78,15.0,48,2023-08-24,Paid Off,70,66+,Male,Full-time,63566,Middle Income,599,Fair,Vancouver,British Columbia,Vancouver Main Branch,0,0,0
9557,1858,Mortgage,387275.52,14.49,120,2023-05-23,Rejected,70,66+,Male,Full-time,63566,Middle Income,599,Fair,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9558,1417,Business Loan,47621.62,7.6,60,2023-02-01,Approved,40,36-50,Male,Self-employed,177815,Very High Income,730,Good,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9559,1136,Personal Loan,33543.69,14.54,240,2023-08-07,Approved,54,51-65,Female,Full-time,82768,High Income,447,Poor,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9560,1136,Auto Loan,19118.14,11.47,36,2024-04-12,Defaulted,54,51-65,Female,Full-time,82768,High Income,447,Poor,Hamilton,Ontario,Hamilton Main Branch,0,0,1
9561,1106,Business Loan,34803.57,5.63,36,2023-08-29,Paid Off,18,18-25,Female,Part-time,42533,Middle Income,705,Good,Winnipeg,Manitoba,Winnipeg Main Branch,0,0,0
9562,1106,Business Loan,41001.05,7.61,60,2023-05-23,Approved,18,18-25,Female,Part-time,42533,Middle Income,705,Good,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9563,1075,Mortgage,393185.09,10.54,36,2023-06-18,Approved,59,51-65,Female,Full-time,103880,High Income,654,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9564,1983,Auto Loan,25982.06,14.56,12,2023-06-15,Approved,44,36-50,Female,Full-time,85765,High Income,667,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9565,1483,Mortgage,403437.17,12.21,36,2024-05-14,Rejected,57,51-65,Female,Part-time,28216,Low Income,562,Poor,Toronto,Ontario,Toronto Main Branch,0,1,0
9566,1615,Mortgage,263702.34,11.23,48,2024-07-05,Approved,38,36-50,Female,Full-time,61891,Middle Income,649,Fair,Brampton,Ontario,Brampton Main Branch,1,0,0
9567,1686,Personal Loan,28005.48,7.02,60,2023-10-01,Rejected,46,36-50,Female,Full-time,89442,High Income,707,Good,Quebec City,Quebec,Quebec City Main Branch,0,1,0
9568,1586,Business Loan,139006.37,3.91,60,2024-03-06,Approved,46,36-50,Male,Full-time,83801,High Income,803,Excellent,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9569,1058,Mortgage,547296.72,16.39,60,2024-09-11,Approved,19,18-25,Female,Full-time,62084,Middle Income,438,Poor,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9570,1556,Student Loan,16983.27,9.52,48,2023-11-13,Approved,18,18-25,Male,Full-time,76481,High Income,662,Fair,Montreal,Quebec,Montreal Main Branch,1,0,0
9571,1652,Mortgage,702247.22,8.09,12,2023-02-28,Approved,29,26-35,Female,Retired,23394,Low Income,706,Good,Montreal,Quebec,Montreal Main Branch,1,0,0
9572,1652,Mortgage,414084.59,7.63,240,2023-05-13,Rejected,29,26-35,Female,Retired,23394,Low Income,706,Good,Montreal,Quebec,Montreal Main Branch,0,1,0
9573,1301,Personal Loan,20921.04,9.11,300,2024-04-02,Paid Off,19,18-25,Other,Full-time,68307,Middle Income,613,Fair,Ottawa,Ontario,Ottawa Main Branch,0,0,0
9574,1446,Business Loan,80348.33,12.98,12,2023-03-18,Approved,31,26-35,Male,Full-time,82916,High Income,579,Poor,Brampton,Ontario,Brampton Main Branch,1,0,0
9575,1503,Auto Loan,35193.22,15.14,120,2023-02-09,Defaulted,18,18-25,Male,Part-time,38122,Middle Income,498,Poor,Halifax,Nova Scotia,Halifax Main Branch,0,0,1
9576,1503,Personal Loan,3366.55,13.98,24,2024-09-23,Defaulted,18,18-25,Male,Part-time,38122,Middle Income,498,Poor,Halifax,Nova Scotia,Halifax Main Branch,0,0,1
9577,1872,Personal Loan,17359.34,8.88,120,2023-07-31,Approved,21,18-25,Male,Full-time,73671,High Income,664,Fair,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9578,1228,Mortgage,623064.8,12.04,60,2023-03-14,Paid Off,20,18-25,Male,Full-time,32264,Middle Income,491,Poor,Regina,Saskatchewan,Regina Main Branch,0,0,0
9579,1228,Personal Loan,33337.68,13.38,120,2023-11-08,Approved,20,18-25,Male,Full-time,32264,Middle Income,491,Poor,Regina,Saskatchewan,Regina Main Branch,1,0,0
9580,1859,Student Loan,10715.34,15.58,36,2023-05-15,Defaulted,54,51-65,Female,Self-employed,29795,Low Income,553,Poor,Regina,Saskatchewan,Regina Main Branch,0,0,1
9581,1583,Business Loan,60746.12,9.1,300,2024-01-03,Approved,27,26-35,Male,Full-time,90611,High Income,631,Fair,Brampton,Ontario,Brampton Main Branch,1,0,0
9582,1684,Auto Loan,34362.6,12.11,300,2023-10-10,Rejected,52,51-65,Female,Full-time,74421,High Income,604,Fair,Brampton,Ontario,Brampton Main Branch,0,1,0
9583,1684,Personal Loan,23026.36,11.72,120,2024-02-15,Approved,52,51-65,Female,Full-time,74421,High Income,604,Fair,Brampton,Ontario,Brampton Main Branch,1,0,0
9584,1252,Auto Loan,27087.61,10.43,60,2024-10-20,Approved,34,26-35,Female,Full-time,39610,Middle Income,634,Fair,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9585,1557,Personal Loan,8550.96,15.4,12,2023-07-18,Rejected,22,18-25,Male,Full-time,42111,Middle Income,577,Poor,Regina,Saskatchewan,Regina Main Branch,0,1,0
9586,1774,Personal Loan,26992.77,7.24,36,2023-12-18,Approved,18,18-25,Female,Self-employed,82228,High Income,696,Good,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9587,1470,Auto Loan,31314.27,15.68,12,2023-01-06,Approved,70,66+,Female,Full-time,92173,High Income,571,Poor,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9588,1971,Auto Loan,27337.63,8.61,60,2023-02-20,Rejected,23,18-25,Male,Full-time,66568,Middle Income,697,Good,Winnipeg,Manitoba,Winnipeg Main Branch,0,1,0
9589,1300,Personal Loan,11818.33,9.17,36,2024-05-16,Approved,66,66+,Female,Full-time,96351,High Income,655,Fair,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9590,1380,Auto Loan,22068.46,8.54,24,2023-01-16,Approved,34,26-35,Male,Full-time,77348,High Income,660,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9591,1271,Personal Loan,9614.87,15.24,36,2023-08-25,Defaulted,36,36-50,Female,Unemployed,22493,Low Income,523,Poor,Surrey,British Columbia,Surrey Main Branch,0,0,1
9592,1981,Auto Loan,40619.64,7.67,24,2024-07-23,Rejected,43,36-50,Male,Full-time,68836,Middle Income,498,Poor,Surrey,British Columbia,Surrey Main Branch,0,1,0
9593,1909,Personal Loan,28796.37,14.13,12,2023-02-24,Approved,35,26-35,Female,Full-time,53220,Middle Income,575,Poor,Regina,Saskatchewan,Regina Main Branch,1,0,0
9594,1022,Student Loan,23368.06,11.09,300,2023-12-25,Approved,41,36-50,Male,Full-time,92011,High Income,611,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9595,1724,Student Loan,16545.78,17.35,120,2023-01-17,Defaulted,48,36-50,Female,Full-time,49099,Middle Income,535,Poor,Regina,Saskatchewan,Regina Main Branch,0,0,1
9596,1032,Mortgage,335235.45,9.58,48,2024-09-17,Rejected,42,36-50,Female,Full-time,83333,High Income,613,Fair,Quebec City,Quebec,Quebec City Main Branch,0,1,0
9597,1980,Personal Loan,7159.31,9.6,12,2023-04-04,Rejected,31,26-35,Male,Self-employed,37062,Middle Income,670,Good,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9598,1975,Business Loan,26069.68,11.13,120,2024-10-03,Approved,29,26-35,Female,Self-employed,58565,Middle Income,583,Fair,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9599,1465,Personal Loan,33114.46,7.95,120,2023-03-09,Approved,32,26-35,Female,Student,20222,Low Income,612,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9600,1851,Business Loan,153502.56,13.22,300,2023-04-26,Rejected,48,36-50,Male,Part-time,51533,Middle Income,578,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,0,1,0
9601,1134,Mortgage,284849.28,5.49,36,2023-10-29,Approved,40,36-50,Male,Full-time,84383,High Income,776,Very Good,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9602,1897,Student Loan,23986.61,8.47,36,2024-08-10,Approved,54,51-65,Female,Unemployed,12000,Low Income,691,Good,Brampton,Ontario,Brampton Main Branch,1,0,0
9603,1505,Auto Loan,35596.59,9.07,36,2023-08-10,Approved,51,51-65,Female,Self-employed,88753,High Income,577,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9604,1071,Personal Loan,6943.08,7.86,12,2023-12-06,Approved,57,51-65,Male,Retired,64661,Middle Income,609,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9605,1719,Personal Loan,16742.14,9.7,60,2024-03-03,Approved,42,36-50,Male,Part-time,43924,Middle Income,632,Fair,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9606,1591,Personal Loan,2000.0,12.94,60,2023-07-17,Paid Off,19,18-25,Female,Student,12000,Low Income,582,Fair,Hamilton,Ontario,Hamilton Main Branch,0,0,0
9607,1163,Business Loan,140317.75,22.0,60,2024-08-23,Rejected,56,51-65,Female,Part-time,41672,Middle Income,580,Fair,Hamilton,Ontario,Hamilton Main Branch,0,1,0
9608,1679,Mortgage,608876.18,12.47,120,2024-04-06,Defaulted,59,51-65,Female,Full-time,36122,Middle Income,519,Poor,Edmonton,Alberta,Edmonton Main Branch,0,0,1
